371,3,דירה,טרומפלדור,אברמוביץ,ראשון לציון,1900000,4
372,5,פנטהאוז,שדרות יעקב,שיכון המזרח,ראשון לציון,2800000,3
373,3.5,דירה,דרובין,רמז,ראשון לציון,2800000,2
374,3.5,דירה,בן סרוק,שקמה,ראשון לציון,2540000,1
375,4,דו משפחתי,הפרח,וותיקים,ראשון לציון,2540000,0
376,5,דירה,עולי הגרדום,רמז,ראשון לציון,28000000,1
377,5,דירת גן,גבים 5,האירוס,ראשון לציון,6590000,0
378,5,דירה,מעגל השלום,קרית חתני פרס נובל,ראשון לציון,3950000,8
379,4,דירה,התזמורת,נאות אשלים,ראשון לציון,2600000,4
380,4,דירה,אברבנאל,רמב``ם,ראשון לציון,2600000,2
381,7,בית פרטי,שלמה פומבורבסקי,שיכון המזרח,ראשון לציון,5202000,0
382,5,דירה,האלונים,פארק המושבה,באר יעקב,3300000,0
383,3,דירה,הפרג 1,קרית ראשון,ראשון לציון,2175000,3
384,3,דירה,התזמורת,נאות אשלים,ראשון לציון,2420000,1
385,1,דירה,תל חי,אברמוביץ,ראשון לציון,2100000,1
386,5,דירה,ירושלים,נרקיסים,ראשון לציון,3350000,21
387,4,דירה,רופין,גן,ראשון לציון,2490000,1
388,5,דירה,טופז,צמרות,באר יעקב,3140000,2
389,3,דירה,שדרות זלמן שניאור,רמת אליהו,ראשון לציון,2000000,5
390,3,דירה,רבי משה בן נחמן,חלום ראשון,ראשון לציון,2560000,1
391,4,דירה,אברבנאל,"רמב""ם",ראשון לציון,2800000,1
392,8,בית פרטי,מבצע הראל,נווה ים,ראשון לציון,2560000,0
393,5,דירה,שלמה קפלנסקי,רמז,ראשון לציון,2810000,4
394,4,דירה,יהושע גיבשטיין,מישור הנוף,ראשון לציון,2500000,11
395,3,דירה,צבי הירשפלד,רמז,ראשון לציון,2200000,1
396,4,דירה,צבי שפירא,אברמוביץ,ראשון לציון,2240000,1
397,3,דירת גג,חניתה,קרית גנים,ראשון לציון,2240000,3
398,4,דירה,ירושליים,השומר,ראשון לציון,2220000,1
399,5.5,דירת גג,"רש""י",רמב``ם,ראשון לציון,2620000,4
400,7,וילה,ניר אברהם.,נווה דקלים,ראשון לציון,3285000,0
401,4,דירה,משה בן נחמן,חלום,ראשון לציון,3285000,2
402,4.5,דירה,אבידן שמעון,רביבים,ראשון לציון,3150000,2
403,3.5,דירה,חנה ומיכאל לוין,רביבים,ראשון לציון,3150000,3
404,3,דירה,שלמה קפלנסקי,רמז,ראשון לציון,1990000,3
405,3,דירה,מבצע קדש,כצנלסון,ראשון לציון,1850000,4
406,3,דירה,שדרות זלמן שניאור 14,רמת אליהו,ראשון לציון,2000000,5
407,7,דירת גג,0ישלזון,רמב``ם,ראשון לציון,4800000,5
408,4,בית פרטי,ישעיהו הנביא,שיכון המזרח,ראשון לציון,5500000,0
409,4,דירה,שלמה קפלנסקי,רמז,ראשון לציון,2675000,1
410,6,בית פרטי,הפרח,שיכון המזרח,ראשון לציון,5250000,0
411,10,בית פרטי,ההתישבות,מרום ראשון,ראשון לציון,1500000,0
412,6,דו משפחתי,הדוכיפת 2,נווה הדרים,ראשון לציון,4950000,0
413,5,דירה,משעול פלג,האירוס,ראשון לציון,3870000,3
414,5,דירת גג,הגדוד העברי,רמב``ם,ראשון לציון,3220000,4
415,3,דירה,אהרון קרון,גן נחום,ראשון לציון,1800000,3
416,6,דופלקס,סוקולוב,ראשונים,ראשון לציון,3100000,3
417,8,קוטג,מבוא חמה,נווה דקלים,ראשון לציון,6500000,0
418,8,קוטג,מבוא חמה,נווה דקלים,ראשון לציון,6500000,0
419,4,דירה,החוחית,נווה הדרים,ראשון לציון,5200000,4
420,1,מגרש למגורים,בן זכאי,כפר אריה,ראשון לציון,2200000,0
421,5,פנטהאוז,אהרון הכהן,כלניות,ראשון לציון,3950000,4
422,8,קוטג,מבוא חמה,נווה דקלים,ראשון לציון,650000,0
423,8,קוטג,מבוא חמה,נווה דקלים,ראשון לציון,6000000,0
424,5,דירת גן,מבצע קדש,כצנלסון,ראשון לציון,3800000,0
425,6,דו משפחתי,מלכי ישראל 18,רמת אליהו,ראשון לציון,5650000,0
426,5,דו משפחתי,הכלנית,רמת סמל,נס ציונה,6600000,0
427,7,בית פרטי,ברנר,כצנלסון,ראשון לציון,5500000,0
428,5,דירה,שדרות מרילנד,1000,ראשון לציון,1300000,0
429,5,מגרש למגורים,שדרות נים,ראשונים,ראשון לציון,580000,0
430,3.5,דירה,נורדאו,מרכז,ראשון לציון,1730000,1
431,4,דירת גג,החרמון,רמז,ראשון לציון,3700000,0
432,3,דירה,אלי כהן 5,נחלת יהודה,Rosh HaAyin,1600000,0
433,4,דירה,מבצע נחשון,נווה ים,ראשון לציון,2720000,3
434,4,דירה,ראובן ובת שבע,קדמת ראשון,ראשון לציון,1850000,0
435,4,דירה,משה בן נחמן,חלום ראשון,ראשון לציון,2800000,2
436,4,דירה,החרצית,קרית ראשון,ראשון לציון,2220000,1
437,3,דירה,החלמונית,קרית ראשון,ראשון לציון,1790000,2
438,4,דירה,שדרות יעקב,שכון המזרח,ראשון לציון,2000000,0
439,4,דירת גן,העוגב 8,,ראשון לציון,900000,0
440,5,דירה,רמב''ם,רמב``ם,ראשון לציון,2270000,6
441,4,דו משפחתי,חיל הצנחנים,נווה חוף-פואבלו,ראשון לציון,3650000,0
442,3,בית פרטי,חיל הצנחנים,נווה חוף-פואבלו,ראשון לציון,3650000,0
443,5,דירה,האבות,השומר,ראשון לציון,2400000,3
444,5,דירה,ירושלים,השומר,ראשון לציון,2765000,3
445,3,דירה,שיי עגנון,רמת אליהו,ראשון לציון,3500000,4
446,3.5,דירה,המרגנית,קרית ראשון,ראשון לציון,1800000,8
447,4.5,דירה,חנה ומיכאל לוין,גני ראשון,ראשון לציון,2100000,4
448,3,דירה,שפינוזה,אברמוביץ,ראשון לציון,1670000,2
449,6,דירת גג,חיל האוויר,נווה חוף,ראשון לציון,4980000,22
450,4,דירה,הירמוך,המערב הותיק,ראשון לציון,1950000,6
451,4,דירה,הגדוד העברי,רמב``ם,ראשון לציון,1630000,1
452,3,דירה,טרכטנברג,אברמוביץ,ראשון לציון,1700000,2
453,5,דירה,שלמה אלירז,רביבים,ראשון לציון,2550000,6
454,4,דירה,שמואל שרירא,רביבים,ראשון לציון,1750000,4
455,3,דירה,שדרות יעקב,שיכון המזרח,ראשון לציון,1350000,1
456,5,דירה,הכורמים,קרית כרמים,ראשון לציון,2299000,1
457,5,דירה,ההתיישבות,מרום ראשון,ראשון לציון,2869000,1
458,5,דירה,חנה ומיכאל לוין,רביבים,ראשון לציון,1849000,3
459,4,דירה,רמב''ם,גבעתי,ראשון לציון,2500000,15
460,4,דירה,דוד וולפסון,רמז,ראשון לציון,1760000,1
461,4,דירה,הפסנתר,נאות אשלים,ראשון לציון,2300000,3
462,4,דירת גג,משה הס 3,כצנלסון,ראשון לציון,2750000,4
463,4,דירה,גלוסקין,גן נחום,ראשון לציון,1680000,2
464,5,דירה,כצנלסון,כצנלסון,ראשון לציון,2280000,3
465,4,פנטהאוז,טרומפלדור,אברמוביץ,ראשון לציון,2950000,5
466,5,דירה,ראובן ובת שבע,קדמת ראשון,ראשון לציון,1749000,6
467,5,דירה,שמשון זליג,קדמת ראשון,ראשון לציון,2990000,7
468,5.5,דירה,שמשון זליג,האירוס,ראשון לציון,2999990,7
469,4.5,דירת גג,איתמר בן אבי,ראשון,ראשון לציון,1980000,4
470,5,דירה,אפרים קישון,תלמי מנשה,באר יעקב,2500000,10
471,4,דירה,אברבנאל,רמב``ם,ראשון לציון,2100000,6
472,5,דירה,עולי הגרדום,המערב הותיק,ראשון לציון,2450000,1
473,4,דירה,הדוגית,נווה ים,ראשון לציון,2215000,6
474,5,דירה,הקוקיה,נווה הדרים,ראשון לציון,2620000,2
